id,product,producer,target_kilos,current_kilos,base_price,deadline,status,created_by,created_at
LOT-MAI-0057,Maiz,Banca Privada Rocha y asociados S.L.N.E,13241.38,12665.44,2.54,2022-12-16 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2022-11-18 04:09:51
LOT-MAI-0058,Maiz,Raquel Oliver Quiroga S.Coop.,17524.62,16380.12,2.5,2022-12-28 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2022-11-18 04:09:51
LOT-MAI-0059,Maiz,Losada y Aguado S.L.L.,21934.78,19758.63,2.68,2022-12-16 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2022-11-18 04:09:51
LOT-MAI-0060,Maiz,Distribuciones Hernandez y asociados S.Com.,5912.09,5662.3,2.59,2022-12-21 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2022-11-18 04:09:51
LOT-MAI-0061,Maiz,Comercializadora Arenas & Asociados S.A.,11350.39,10736.0,2.74,2022-12-08 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2022-11-18 04:09:51
LOT-MAI-0062,Maiz,Frías y Iniesta S.Com.,9376.96,8668.75,2.5,2022-12-24 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2022-11-18 04:09:51
LOT-MAI-0063,Maiz,Inmobiliaria Ibéricos S.Com.,3726.2,3441.2,2.85,2023-01-13 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2022-12-18 04:09:51
LOT-MAI-0064,Maiz,Diego y asociados S.L.,21530.06,20819.99,2.48,2023-01-15 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2022-12-18 04:09:51
LOT-MAI-0065,Maiz,Minería Piñol S.L.,16555.66,16297.67,2.81,2023-01-13 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2022-12-18 04:09:51
LOT-MAI-0066,Maiz,Banca Privada Herranz S.L.N.E,10606.28,9935.01,2.52,2023-01-30 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2022-12-18 04:09:51
LOT-MAI-0067,Maiz,Banca Privada Pintor y asociados S.L.,29240.02,28730.0,2.77,2023-01-28 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2022-12-18 04:09:51
LOT-MAI-0068,Maiz,Grupo Zamorano S.L.N.E,23165.48,22404.36,2.81,2023-01-21 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2022-12-18 04:09:51
LOT-MAI-0069,Maiz,Supermercados Fonseca S.A.,8968.56,8618.17,2.74,2023-01-16 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2022-12-18 04:09:51
LOT-MAI-0070,Maiz,Supermercados PVK S.L.,21211.54,19444.05,2.49,2023-01-13 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2022-12-18 04:09:51
LOT-MAI-0071,Maiz,Desarrollo IWCG S.L.,17377.73,16955.15,2.58,2023-02-10 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-01-17 04:09:51
LOT-MAI-0072,Maiz,Hnos Baró S.Com.,17905.55,16403.95,2.86,2023-02-12 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-01-17 04:09:51
LOT-MAI-0073,Maiz,Roselló y Mateo S.A.,25622.64,23687.78,2.86,2023-02-24 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2023-01-17 04:09:51
LOT-MAI-0074,Maiz,Fuente & Asociados S.A.,24142.15,23025.2,2.9,2023-02-23 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-01-17 04:09:51
LOT-MAI-0075,Maiz,Hotel Laguna S.Coop.,24259.1,23275.22,2.79,2023-02-25 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-01-17 04:09:51
LOT-MAI-0076,Maiz,Desarrollo Salcedo S.L.,7169.91,6888.46,2.83,2023-02-28 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-01-17 04:09:51
LOT-MAI-0077,Maiz,Guillermo Plana Corral S.A.T.,26511.12,24867.09,2.69,2023-02-22 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2023-01-17 04:09:51
LOT-MAI-0078,Maiz,Ballesteros y asociados S.L.,28964.72,26298.36,2.85,2023-02-26 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2023-01-17 04:09:51
LOT-MAI-0079,Maiz,Hermanos Sanchez S.L.,8804.84,8436.54,2.58,2023-03-30 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2023-02-16 04:09:51
LOT-MAI-0080,Maiz,Inversiones Españolas S.Com.,12245.66,11258.16,2.67,2023-03-06 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-02-16 04:09:51
LOT-MAI-0081,Maiz,Chuy Arenas Saldaña S.Com.,28831.09,28222.03,2.79,2023-03-27 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-02-16 04:09:51
LOT-MAI-0082,Maiz,Minería Iberia S.Com.,25100.39,23232.75,2.47,2023-03-29 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-02-16 04:09:51
LOT-MAI-0083,Maiz,Hermanos Morata S.A.,24531.81,22750.71,2.64,2023-03-05 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-02-16 04:09:51
LOT-MAI-0084,Maiz,Gual y Calatayud S.Com.,10453.25,2659.36,2.54,2023-03-07 04:09:51,expired,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-02-16 04:09:51
LOT-MAI-0085,Maiz,Hnos Peiró S.A.,18463.8,17597.89,2.7,2023-03-12 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-02-16 04:09:51
LOT-MAI-0086,Maiz,Hermanos Colomer S.Coop.,27437.79,25199.25,2.57,2023-03-17 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-02-16 04:09:51
LOT-MAI-0087,Maiz,Transportes Ochoa S.Coop.,20554.7,19905.07,2.0,2023-04-28 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-03-18 04:09:51
LOT-MAI-0088,Maiz,Dalmau y Chacón S.A.,28501.36,26644.55,1.95,2023-04-04 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-03-18 04:09:51
LOT-MAI-0089,Maiz,Logística Borrás S.A.,5507.0,3056.46,2.0,2023-04-05 04:09:51,expired,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-03-18 04:09:51
LOT-MAI-0090,Maiz,Córdoba y Agustín S.C.P,12576.39,5190.69,2.26,2023-04-29 04:09:51,expired,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-03-18 04:09:51
LOT-MAI-0091,Maiz,Villegas & Asociados S.A.,19673.99,18050.17,2.22,2023-04-18 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-03-18 04:09:51
LOT-MAI-0092,Maiz,Luna y Luna S.Com.,26998.15,17485.43,1.95,2023-04-03 04:09:51,expired,a76f778e-38df-4170-b898-b5d475bc7437,2023-03-18 04:09:51
LOT-MAI-0093,Maiz,Tatiana Ayllón Viña S.Com.,16305.65,14880.26,2.22,2023-04-18 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-03-18 04:09:51
LOT-MAI-0094,Maiz,Logística del Sur S.Coop.,16956.42,16786.06,2.27,2023-04-12 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-03-18 04:09:51
LOT-MAI-0095,Maiz,Robles y asociados S.Coop.,27944.91,9084.59,1.89,2023-05-27 04:09:51,expired,5676ed82-9a65-4833-9526-d82e8115357c,2023-04-17 04:09:51
LOT-MAI-0096,Maiz,Infraestructuras Mayo y asociados S.L.,19225.28,8791.19,1.83,2023-05-27 04:09:51,expired,a76f778e-38df-4170-b898-b5d475bc7437,2023-04-17 04:09:51
LOT-MAI-0097,Maiz,Banco Iborra S.L.,3009.55,2802.37,1.87,2023-05-31 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-04-17 04:09:51
LOT-MAI-0098,Maiz,Industrias NIDZ S.Com.,18968.24,17500.68,1.86,2023-06-01 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-04-17 04:09:51
LOT-MAI-0099,Maiz,Cepeda y Valera S.C.P,15719.95,14344.24,1.99,2023-05-25 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-04-17 04:09:51
LOT-MAI-0100,Maiz,Sastre y Palau S.A.U,5243.52,1672.39,1.82,2023-05-17 04:09:51,expired,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-04-17 04:09:51
LOT-MAI-0101,Maiz,Farmaceútica Cámara y asociados S.L.U.,23098.43,7064.87,1.92,2023-05-07 04:09:51,expired,822f07a9-e410-45f7-9731-387fef39cc4a,2023-04-17 04:09:51
LOT-MAI-0102,Maiz,Comercial Internacionales S.C.P,26129.45,25449.72,1.89,2023-05-28 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-04-17 04:09:51
LOT-MAI-0103,Maiz,Transportes del Mediterráneo S.C.P,8362.73,8259.81,1.87,2023-06-13 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-05-17 04:09:51
LOT-MAI-0104,Maiz,Tecnologías Ibéricos S.A.,26628.67,7222.62,1.98,2023-06-10 04:09:51,expired,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-05-17 04:09:51
LOT-MAI-0105,Maiz,Encarnacion Soriano Larrea S.L.,8190.46,7698.71,1.9,2023-06-19 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-05-17 04:09:51
LOT-MAI-0106,Maiz,Ricarda Ledesma Girón S.C.P,9151.26,6208.96,1.95,2023-06-27 04:09:51,expired,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-05-17 04:09:51
LOT-MAI-0107,Maiz,Comercial GH S.A.,29464.82,19910.42,2.3,2023-07-02 04:09:51,expired,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-06-16 04:09:51
LOT-MAI-0108,Maiz,Andreu y Segarra S.L.N.E,25876.17,23747.62,2.15,2023-07-14 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-06-16 04:09:51
LOT-MAI-0109,Maiz,Estrella Sans Contreras S.C.P,29345.91,26865.21,2.12,2023-07-12 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-06-16 04:09:51
LOT-MAI-0110,Maiz,Hermanos Folch S.A.,12424.46,12300.5,2.15,2023-07-16 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-06-16 04:09:51
LOT-MAI-0111,Maiz,Garcés y asociados S.C.P,24439.46,24396.31,2.1,2023-07-16 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-06-16 04:09:51
LOT-MAI-0112,Maiz,Supermercados Caballero y asociados S.L.L.,10629.16,9877.64,2.13,2023-07-21 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-06-16 04:09:51
LOT-MAI-0113,Maiz,Galán & Asociados S.A.,8082.45,7941.33,2.43,2023-07-28 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-06-16 04:09:51
LOT-MAI-0114,Maiz,Inversiones Leiva & Asociados S.A.,22174.66,22042.21,2.41,2023-07-21 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-06-16 04:09:51
LOT-MAI-0115,Maiz,Manufacturas Soriano y asociados S.C.P,7518.9,4138.11,2.62,2023-08-22 04:09:51,expired,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-07-16 04:09:51
LOT-MAI-0116,Maiz,Gabaldón y Jara S.L.U.,9527.3,8710.58,2.57,2023-08-19 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-07-16 04:09:51
LOT-MAI-0117,Maiz,Hermanos Arteaga S.L.,3383.7,1092.57,2.39,2023-08-05 04:09:51,expired,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-07-16 04:09:51
LOT-MAI-0118,Maiz,Banca Privada NA S.L.L.,13292.76,12985.29,2.55,2023-08-03 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-07-16 04:09:51
LOT-MAI-0119,Maiz,Comercial Castellana S.Coop.,15284.58,14576.07,2.7,2023-08-11 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-07-16 04:09:51
LOT-MAI-0120,Maiz,Múgica & Asociados S.L.,29662.21,27313.27,2.38,2023-08-12 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-07-16 04:09:51
LOT-MAI-0121,Maiz,Comercial Iñiguez y asociados S.Coop.,12117.45,12041.25,2.97,2023-09-12 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-08-15 04:09:51
LOT-MAI-0122,Maiz,Servicios Castro S.Com.,25698.32,24627.85,2.73,2023-09-25 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-08-15 04:09:51
LOT-MAI-0123,Maiz,Promociones JVEU S.L.,18441.58,17504.31,2.77,2023-09-20 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-08-15 04:09:51
LOT-MAI-0124,Maiz,Inmobiliaria Españolas S.L.N.E,16862.42,15215.71,3.01,2023-09-09 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-08-15 04:09:51
LOT-MAI-0125,Maiz,Familia Villalobos S.A.,10366.59,10013.51,3.02,2023-09-09 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-08-15 04:09:51
LOT-MAI-0126,Maiz,Grupo Casas S.L.U.,13260.46,12858.47,2.72,2023-10-09 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-09-14 04:09:51
LOT-MAI-0127,Maiz,Fábrica HAF S.A.,26581.84,24247.9,3.07,2023-10-21 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-09-14 04:09:51
LOT-MAI-0128,Maiz,Infraestructuras Carvajal & Asociados S.L.,26355.22,23736.34,2.73,2023-10-04 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-09-14 04:09:51
LOT-MAI-0129,Maiz,Soluciones Pazos S.Coop.,10599.13,10062.73,2.78,2023-10-27 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-09-14 04:09:51
LOT-MAI-0130,Maiz,Servicios Sebastián S.L.,29383.53,28711.78,3.02,2023-10-28 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-09-14 04:09:51
LOT-MAI-0131,Maiz,Finanzas TTM S.A.T.,17739.76,16268.34,3.05,2023-10-21 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-09-14 04:09:51
LOT-MAI-0132,Maiz,Inmobiliaria Globales S.A.,7274.54,6749.08,3.09,2023-10-05 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-09-14 04:09:51
LOT-MAI-0133,Maiz,Hnos Valle S.L.N.E,9644.97,9558.3,3.08,2023-11-26 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-10-14 04:09:51
LOT-MAI-0134,Maiz,Suministros Chamorro S.A.,9030.0,8687.45,2.64,2023-11-15 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-10-14 04:09:51
LOT-MAI-0135,Maiz,Banca Privada TG S.Com.,3778.17,3539.63,2.94,2023-11-22 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-10-14 04:09:51
LOT-MAI-0136,Maiz,Navas & Asociados S.A.,4508.2,4086.18,2.97,2023-10-31 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-10-14 04:09:51
LOT-MAI-0137,Maiz,Finanzas Pagès & Asociados S.L.,20329.11,19968.97,2.82,2023-11-24 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-10-14 04:09:51
LOT-MAI-0138,Maiz,Maite Pascual Ayala S.A.,16747.01,15327.29,3.02,2023-10-29 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-10-14 04:09:51
LOT-MAI-0139,Maiz,Banca Privada Chico S.L.U.,6042.72,6002.29,2.82,2023-11-04 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-10-14 04:09:51
LOT-MAI-0140,Maiz,Tecnologías Arco S.L.N.E,15964.74,15433.15,2.83,2023-12-28 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-11-13 04:09:51
LOT-MAI-0141,Maiz,María Teresa Bartolomé Borja S.A.,13298.36,12039.72,2.81,2023-12-04 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2023-11-13 04:09:51
LOT-MAI-0142,Maiz,Farmaceútica Española S.L.L.,7713.69,7293.49,2.61,2023-12-26 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-11-13 04:09:51
LOT-MAI-0143,Maiz,Infraestructuras Internacionales S.L.L.,28707.95,28272.9,2.78,2023-11-29 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-11-13 04:09:51
LOT-MAI-0144,Maiz,Infraestructuras Española S.L.,19258.1,18023.02,2.95,2023-12-12 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-11-13 04:09:51
LOT-MAI-0145,Maiz,Bertrán y asociados S.Com.,20385.36,19882.49,2.63,2023-12-20 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2023-11-13 04:09:51
LOT-MAI-0146,Maiz,Finanzas Iberia S.L.,16499.86,15631.3,2.72,2023-12-23 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-11-13 04:09:51
LOT-MAI-0147,Maiz,Melero & Asociados S.Coop.,20649.96,20026.78,2.64,2024-01-12 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2023-12-13 04:09:51
LOT-MAI-0148,Maiz,Bernat & Asociados S.Coop.,3554.52,3424.72,2.86,2023-12-31 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-12-13 04:09:51
LOT-MAI-0149,Maiz,Comercializadora Sans S.L.,13040.18,12420.2,2.85,2024-01-05 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-12-13 04:09:51
LOT-MAI-0150,Maiz,Hermanos Hervás S.Coop.,8200.35,7749.19,2.95,2024-01-23 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-12-13 04:09:51
LOT-MAI-0151,Maiz,Noguera y asociados S.Com.,4078.61,3935.93,2.75,2024-01-26 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2023-12-13 04:09:51
LOT-MAI-0152,Maiz,Minería HTXT S.A.T.,4699.23,4640.37,2.91,2024-01-16 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2023-12-13 04:09:51
LOT-MAI-0153,Maiz,Alemany y Galiano S.A.,8129.08,7765.63,2.93,2024-01-03 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2023-12-13 04:09:51
LOT-MAI-0154,Maiz,Familia Anguita S.A.,16800.2,16769.25,2.81,2024-01-17 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2023-12-13 04:09:51
LOT-MAI-0155,Maiz,Salvador & Asociados S.Com.,5901.46,5367.91,2.88,2024-02-19 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2024-01-12 04:09:51
LOT-MAI-0156,Maiz,Jordá y Nieto S.L.,6363.21,5880.89,2.75,2024-02-15 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2024-01-12 04:09:51
LOT-MAI-0157,Maiz,Inversiones MAJI S.L.N.E,22235.48,20866.83,2.84,2024-02-15 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2024-01-12 04:09:51
LOT-MAI-0158,Maiz,Zapata y Ramirez S.L.N.E,21535.29,19521.08,2.89,2024-02-18 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2024-01-12 04:09:51
LOT-MAI-0159,Maiz,Roma & Asociados S.Coop.,22552.82,20872.47,3.05,2024-02-03 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2024-01-12 04:09:51
LOT-MAI-0160,Maiz,Abigaíl Juan Armengol S.Coop.,9185.39,8479.79,2.78,2024-01-29 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2024-01-12 04:09:51
LOT-MAI-0161,Maiz,Desarrollo del Sur S.L.,28956.24,28298.46,2.79,2024-03-05 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2024-02-11 04:09:51
LOT-MAI-0162,Maiz,Compañía Tirado y asociados S.Com.,24959.26,9808.11,2.75,2024-03-02 04:09:51,expired,822f07a9-e410-45f7-9731-387fef39cc4a,2024-02-11 04:09:51
LOT-MAI-0163,Maiz,Restauración Martínez y asociados S.A.U,16585.12,15269.74,2.75,2024-03-16 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2024-02-11 04:09:51
LOT-MAI-0164,Maiz,Despacho Internacionales S.L.L.,27313.6,25672.7,2.92,2024-03-19 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2024-02-11 04:09:51
LOT-MAI-0165,Maiz,Supermercados Gordillo & Asociados S.Coop.,7480.53,7264.42,2.96,2024-03-05 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2024-02-11 04:09:51
LOT-MAI-0166,Maiz,Perales & Asociados S.A.,12019.11,11209.67,2.8,2024-03-08 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2024-02-11 04:09:51
LOT-MAI-0167,Maiz,Hermanos Sosa S.L.,22635.42,22443.33,2.87,2024-03-02 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2024-02-11 04:09:51
LOT-MAI-0168,Maiz,Planas & Asociados S.C.P,27439.72,26083.76,2.93,2024-03-10 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2024-02-11 04:09:51
LOT-MAI-0169,Maiz,Duque y Lledó S.L.,19485.46,18174.37,2.6,2024-03-09 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2024-02-11 04:09:51
LOT-MAI-0170,Maiz,Farmaceútica Domínguez S.L.N.E,29779.61,27199.15,2.53,2024-03-23 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2024-02-11 04:09:51
LOT-MAI-0171,Maiz,Nacho Agustín Mata S.L.,21898.45,21217.48,2.09,2024-03-28 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2024-03-12 04:09:51
LOT-MAI-0172,Maiz,Banco GJU S.Coop.,10626.83,9818.4,2.17,2024-04-11 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2024-03-12 04:09:51
LOT-MAI-0173,Maiz,Guardiola & Asociados S.L.,14226.63,3878.21,2.23,2024-04-24 04:09:51,expired,2d0d9e58-1728-4883-830b-e6313ff462d3,2024-03-12 04:09:51
LOT-MAI-0174,Maiz,Azeneth Ferrando Sala S.Coop.,6990.76,3946.88,2.3,2024-04-04 04:09:51,expired,a76f778e-38df-4170-b898-b5d475bc7437,2024-03-12 04:09:51
LOT-MAI-0175,Maiz,Inmobiliaria WFWO S.Coop.,13659.94,12596.92,2.06,2024-04-22 04:09:51,completed,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2024-03-12 04:09:51
LOT-MAI-0176,Maiz,Soluciones Quintanilla y asociados S.Com.,10764.04,10752.5,2.1,2024-04-13 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2024-03-12 04:09:51
LOT-MAI-0177,Maiz,Alexandra Batalla Villanueva S.A.T.,4851.92,2998.42,2.41,2024-03-27 04:09:51,expired,2d0d9e58-1728-4883-830b-e6313ff462d3,2024-03-12 04:09:51
LOT-MAI-0178,Maiz,Farmaceútica Rico S.L.N.E,6296.63,5719.4,2.29,2024-04-21 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2024-03-12 04:09:51
LOT-MAI-0179,Maiz,Hnos Alcázar S.L.N.E,19769.03,19170.73,2.23,2024-04-19 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2024-03-12 04:09:51
LOT-MAI-0180,Maiz,Múñiz y asociados S.L.,24225.95,23104.48,2.28,2024-04-09 04:09:51,completed,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2024-03-12 04:09:51
LOT-MAI-0181,Maiz,Servicios Santamaria S.Com.,10578.04,7169.94,2.17,2024-05-07 04:09:51,expired,822f07a9-e410-45f7-9731-387fef39cc4a,2024-04-11 04:09:51
LOT-MAI-0182,Maiz,Comercializadora RBR S.L.,11024.57,10909.17,2.08,2024-05-20 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2024-04-11 04:09:51
LOT-MAI-0183,Maiz,Instalaciones EHAY S.Com.,7998.49,2006.81,2.2,2024-05-21 04:09:51,expired,822f07a9-e410-45f7-9731-387fef39cc4a,2024-04-11 04:09:51
LOT-MAI-0184,Maiz,Alimentación Leal S.L.,7977.66,7715.22,2.11,2024-04-30 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2024-04-11 04:09:51
LOT-MAI-0185,Maiz,Alimentación Frutos S.A.,29060.94,26163.03,1.99,2024-05-02 04:09:51,completed,fae405e9-5b4e-43a9-83f7-260aa7c265e6,2024-04-11 04:09:51
LOT-MAI-0186,Maiz,Etelvina Martorell Abella S.Com.,20807.05,19145.71,2.18,2024-06-15 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2024-05-11 04:09:51
LOT-MAI-0187,Maiz,Soluciones del Sur S.A.,5981.25,5489.02,2.05,2024-06-19 04:09:51,completed,822f07a9-e410-45f7-9731-387fef39cc4a,2024-05-11 04:09:51
LOT-MAI-0188,Maiz,Linares & Asociados S.L.N.E,3548.09,1129.0,2.15,2024-06-04 04:09:51,expired,b44f4d24-1f22-4a78-aee0-7d4b475644b6,2024-05-11 04:09:51
LOT-MAI-0189,Maiz,Genoveva Salgado Miguel S.A.,9781.53,9418.48,2.23,2024-06-16 04:09:51,completed,5676ed82-9a65-4833-9526-d82e8115357c,2024-05-11 04:09:51
LOT-MAI-0190,Maiz,Suministros FOZ S.L.L.,21385.94,19537.6,2.28,2024-06-18 04:09:51,completed,2d0d9e58-1728-4883-830b-e6313ff462d3,2024-05-11 04:09:51
LOT-MAI-0191,Maiz,Inmobiliaria Vergara S.L.,23153.28,21940.08,2.27,2024-06-03 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2024-05-11 04:09:51
LOT-MAI-0192,Maiz,Alimentación VNUM S.A.,18019.75,12263.25,2.01,2024-06-13 04:09:51,expired,822f07a9-e410-45f7-9731-387fef39cc4a,2024-05-11 04:09:51
LOT-MAI-0193,Maiz,Comercial Arnau S.A.D,25507.73,23394.1,2.27,2024-06-26 04:09:51,completed,a76f778e-38df-4170-b898-b5d475bc7437,2024-06-10 04:09:51
LOT-MAI-0194,Maiz,Logística HGKR S.L.N.E,28649.11,18604.66,2.57,2024-07-05 04:09:51,expired,75d29d49-e2f9-4dc9-afb3-52732090ca1c,2024-06-10 04:09:51
